001_uMmV3EgD76U-039,9.6096,288
001_uMmV3EgD76U-040,62.01195,1860
001_uMmV3EgD76U-041,80.28020000000001,2408
001_uMmV3EgD76U-042,15.298616666666668,459
001_uMmV3EgD76U-045,21.087733333333333,633
001_uMmV3EgD76U-046,59.49276666666667,1785
001_uMmV3EgD76U-047,50.96758333333334,1529
001_uMmV3EgD76U-048,41.35798333333334,1241
001_uMmV3EgD76U-049,12.26225,368
001_uMmV3EgD76U-050,21.905216666666668,657
001_uMmV3EgD76U-051,49.6496,1489
001_uMmV3EgD76U-052,4.3043000000000005,129
001_uMmV3EgD76U-053,53.18646666666667,1596
001_uMmV3EgD76U-054,24.2242,727
001_uMmV3EgD76U-055,4.738066666666667,142
001_uMmV3EgD76U-056,43.57686666666667,1307
001_uMmV3EgD76U-057,14.981633333333333,449
001_uMmV3EgD76U-058,50.31693333333333,1510
001_uMmV3EgD76U-059,116.38293333333334,3491
001_uMmV3EgD76U-060,23.523500000000002,706
001_uMmV3EgD76U-061,5.622283333333334,169
001_uMmV3EgD76U-063,10.977633333333333,329
001_uMmV3EgD76U-064,14.347666666666667,430
001_uMmV3EgD76U-065,48.415033333333334,1452
001_uMmV3EgD76U-066,110.74396666666667,3322
001_uMmV3EgD76U-067,35.61891666666667,1069
001_uMmV3EgD76U-068,10.527183333333333,316
001_uMmV3EgD76U-069,168.96880000000002,5069
001_uMmV3EgD76U-070,19.352666666666668,581
001_uMmV3EgD76U-071,4.1041,123
001_uMmV3EgD76U-072,12.145466666666668,364
001_uMmV3EgD76U-073,20.303616666666667,609
001_uMmV3EgD76U-074,70.12005,2104
001_uMmV3EgD76U-075,38.62191666666667,1159
001_uMmV3EgD76U-076,153.5534,4607
001_uMmV3EgD76U-077,28.261566666666667,848
001_uMmV3EgD76U-078,43.76038333333334,1313
001_uMmV3EgD76U-079,4.621283333333333,139
001_uMmV3EgD76U-080,262.6290333333333,7879
001_uMmV3EgD76U-081,107.22378333333333,3217
001_uMmV3EgD76U-082,22.355666666666668,671
001_uMmV3EgD76U-083,36.61991666666667,1099
001_uMmV3EgD76U-084,41.274566666666665,1238
001_uMmV3EgD76U-085,9.526183333333334,286
001_uMmV3EgD76U-086,23.223200000000002,697
001_uMmV3EgD76U-087,7.724383333333334,232
001_uMmV3EgD76U-100,92.45903333333334,2774
001_uMmV3EgD76U-187,29.7297,892
001_uMmV3EgD76U-190,25.5255,766
001_uMmV3EgD76U-206,8.608600000000001,258
001_uMmV3EgD76U-207,13.046366666666668,391
001_uMmV3EgD76U-208,6.05605,182
001_uMmV3EgD76U-211,9.776433333333333,293
001_uMmV3EgD76U-213,8.324983333333334,250
001_uMmV3EgD76U-221,7.85785,236
001_uMmV3EgD76U-222,11.594916666666666,348
001_uMmV3EgD76U-223,4.237566666666667,127
002_3fqdtqk4LA0-002,9.092416666666667,273
002_3fqdtqk4LA0-060,53.8538,1616
002_3fqdtqk4LA0-061,9.242566666666667,277
002_3fqdtqk4LA0-062,7.05705,212
002_3fqdtqk4LA0-063,5.45545,164
002_3fqdtqk4LA0-064,36.1361,1084
002_3fqdtqk4LA0-065,12.962950000000001,389
002_3fqdtqk4LA0-066,18.101416666666665,543
002_3fqdtqk4LA0-067,43.10973333333333,1293
002_3fqdtqk4LA0-068,39.37266666666667,1181
002_3fqdtqk4LA0-069,15.36535,461
002_3fqdtqk4LA0-070,139.20573333333334,4176
002_3fqdtqk4LA0-071,23.356666666666666,701
002_3fqdtqk4LA0-072,18.651966666666667,560
002_3fqdtqk4LA0-073,23.373350000000002,701
002_3fqdtqk4LA0-074,25.709016666666667,771
002_3fqdtqk4LA0-075,23.47345,704
002_3fqdtqk4LA0-076,120.28683333333333,3609
002_3fqdtqk4LA0-077,81.49808333333334,2445
002_3fqdtqk4LA0-078,32.11541666666667,963
002_3fqdtqk4LA0-079,58.79206666666667,1764
002_3fqdtqk4LA0-080,58.10805,1743
002_3fqdtqk4LA0-081,33.61691666666667,1009
002_3fqdtqk4LA0-082,5.005,150
002_3fqdtqk4LA0-083,8.458450000000001,254
002_3fqdtqk4LA0-084,62.09536666666667,1863
002_3fqdtqk4LA0-085,13.9139,417
002_3fqdtqk4LA0-086,25.091733333333334,753
002_3fqdtqk4LA0-087,17.734383333333334,532
002_3fqdtqk4LA0-088,13.246566666666666,397
002_3fqdtqk4LA0-089,44.527816666666666,1336
002_3fqdtqk4LA0-090,4.7047,141
002_3fqdtqk4LA0-091,12.4124,372
002_3fqdtqk4LA0-092,8.024683333333334,241
002_3fqdtqk4LA0-093,3.4367666666666667,103
002_3fqdtqk4LA0-094,11.5115,345
002_3fqdtqk4LA0-095,8.241566666666667,247
002_3fqdtqk4LA0-096,38.705333333333336,1161
002_3fqdtqk4LA0-097,36.25288333333334,1088
002_3fqdtqk4LA0-098,37.68765,1131
002_3fqdtqk4LA0-099,4.738066666666667,142
002_3fqdtqk4LA0-100,31.564866666666667,947
002_3fqdtqk4LA0-101,10.093416666666666,303
002_3fqdtqk4LA0-102,4.187516666666666,126
002_3fqdtqk4LA0-103,12.729383333333333,382
002_3fqdtqk4LA0-104,62.6626,1880
002_3fqdtqk4LA0-105,38.221516666666666,1147
002_3fqdtqk4LA0-106,76.14273333333334,2284
002_3fqdtqk4LA0-107,8.291616666666666,249
002_3fqdtqk4LA0-108,21.805116666666667,654
002_3fqdtqk4LA0-109,28.07805,842
002_3fqdtqk4LA0-110,7.724383333333334,232
002_3fqdtqk4LA0-111,77.02695,2311
002_3fqdtqk4LA0-112,29.696333333333335,891
002_3fqdtqk4LA0-113,87.27051666666667,2618
002_3fqdtqk4LA0-125,70.03663333333334,2101
002_3fqdtqk4LA0-136,5.0550500000000005,152
002_3fqdtqk4LA0-137,3.036366666666667,91
003_GSl89uoIGOU-045,3.4034,102
003_GSl89uoIGOU-050,24.724700000000002,742
003_GSl89uoIGOU-051,13.930583333333333,418
003_GSl89uoIGOU-052,8.224883333333333,247
003_GSl89uoIGOU-053,35.752383333333334,1073
003_GSl89uoIGOU-054,53.887166666666666,1617
003_GSl89uoIGOU-055,42.49245,1275
003_GSl89uoIGOU-056,52.11873333333333,1564
003_GSl89uoIGOU-057,6.1227833333333335,184
003_GSl89uoIGOU-058,4.170833333333333,125
003_GSl89uoIGOU-059,17.56755,527
003_GSl89uoIGOU-060,36.302933333333335,1089
003_GSl89uoIGOU-061,11.378033333333333,341
003_GSl89uoIGOU-062,4.270933333333334,128
003_GSl89uoIGOU-063,27.877850000000002,836
003_GSl89uoIGOU-064,86.26951666666668,2588
003_GSl89uoIGOU-065,8.742066666666666,262
003_GSl89uoIGOU-066,22.639283333333335,679
003_GSl89uoIGOU-067,20.687333333333335,621
003_GSl89uoIGOU-068,15.86585,476
003_GSl89uoIGOU-069,55.30525,1659
003_GSl89uoIGOU-070,34.48445,1035
003_GSl89uoIGOU-071,11.578233333333333,347
003_GSl89uoIGOU-072,12.16215,365
003_GSl89uoIGOU-073,27.811116666666667,834
003_GSl89uoIGOU-074,12.779433333333333,383
003_GSl89uoIGOU-075,79.67960000000001,2390
003_GSl89uoIGOU-076,30.597233333333335,918
003_GSl89uoIGOU-077,10.560550000000001,317
003_GSl89uoIGOU-078,10.694016666666666,321
003_GSl89uoIGOU-079,59.69296666666667,1791
003_GSl89uoIGOU-080,33.28325,998
003_GSl89uoIGOU-081,49.816433333333336,1494
003_GSl89uoIGOU-082,20.754066666666667,623
003_GSl89uoIGOU-083,8.55855,257
003_GSl89uoIGOU-084,7.991316666666667,240
003_GSl89uoIGOU-085,27.210516666666667,816
003_GSl89uoIGOU-086,15.76575,473
003_GSl89uoIGOU-087,16.700016666666667,501
003_GSl89uoIGOU-088,79.26251666666667,2378
003_GSl89uoIGOU-089,27.744383333333335,832
003_GSl89uoIGOU-090,8.925583333333334,268
003_GSl89uoIGOU-091,79.56281666666666,2387
003_GSl89uoIGOU-092,12.395716666666667,372
003_GSl89uoIGOU-093,11.8118,354
003_GSl89uoIGOU-094,12.278933333333333,368
003_GSl89uoIGOU-095,31.48145,944
003_GSl89uoIGOU-096,5.288616666666667,159
003_GSl89uoIGOU-097,12.362350000000001,371
003_GSl89uoIGOU-098,16.433083333333332,493
003_GSl89uoIGOU-099,24.441083333333335,733
003_GSl89uoIGOU-100,108.32488333333333,3250
003_GSl89uoIGOU-101,3.8371666666666666,115
003_GSl89uoIGOU-102,5.488816666666667,165
003_GSl89uoIGOU-103,4.337666666666666,130
003_GSl89uoIGOU-104,45.29525,1359
003_GSl89uoIGOU-105,108.05795,3242
003_GSl89uoIGOU-106,45.829116666666664,1375
003_GSl89uoIGOU-107,53.7537,1613
003_GSl89uoIGOU-108,5.9059,177
003_GSl89uoIGOU-109,3.6703333333333332,110
003_GSl89uoIGOU-110,13.797116666666668,414
003_GSl89uoIGOU-119,34.3343,1030
003_GSl89uoIGOU-151,10.3103,309
003_GSl89uoIGOU-154,32.79943333333333,984
004_2ECCQ2LOvEM-032,20.937583333333333,628
004_2ECCQ2LOvEM-033,4.25425,128
004_2ECCQ2LOvEM-034,18.9189,568
004_2ECCQ2LOvEM-035,10.06005,302
004_2ECCQ2LOvEM-036,41.30793333333333,1239
004_2ECCQ2LOvEM-037,49.2492,1477
004_2ECCQ2LOvEM-038,34.00063333333333,1020
004_2ECCQ2LOvEM-039,102.91948333333333,3088
004_2ECCQ2LOvEM-040,8.224883333333333,247
004_2ECCQ2LOvEM-041,28.328300000000002,850
004_2ECCQ2LOvEM-043,19.502816666666668,585
004_2ECCQ2LOvEM-044,7.55755,227
004_2ECCQ2LOvEM-045,11.177833333333334,335
004_2ECCQ2LOvEM-046,24.157466666666668,725
004_2ECCQ2LOvEM-047,14.86485,446
004_2ECCQ2LOvEM-048,23.907216666666667,717
004_2ECCQ2LOvEM-049,21.337983333333334,640
004_2ECCQ2LOvEM-050,38.67196666666667,1160
004_2ECCQ2LOvEM-051,17.634283333333332,529
004_2ECCQ2LOvEM-052,10.260250000000001,308
004_2ECCQ2LOvEM-053,126.69323333333334,3801
004_2ECCQ2LOvEM-054,5.989316666666666,180
004_2ECCQ2LOvEM-055,31.36466666666667,941
004_2ECCQ2LOvEM-056,21.77175,653
004_2ECCQ2LOvEM-057,7.390716666666667,222
004_2ECCQ2LOvEM-058,18.852166666666665,566
004_2ECCQ2LOvEM-059,32.24888333333333,967
004_2ECCQ2LOvEM-060,21.237883333333333,637
004_2ECCQ2LOvEM-061,13.747066666666667,412
004_2ECCQ2LOvEM-062,8.05805,242
